20705	7.0	929317
20705	7.0	929347
20705	7.0	929357
20705	7.0	929317
20705	7.0	9293117
20705	7.0	9293127
20705	7.0	9293167
20705	7.0	9293177
20705	7.0	9293267
20705	3.0	937293
20705	7.0	9293357
20705	7.0	9293387
20705	7.0	9293437
20705	7.0	9293487
20705	7.0	937317
20705	7.0	937347
20705	7.0	937357
20705	7.0	937317
20705	7.0	9373117
20705	7.0	9373127
20705	7.0	9373167
20705	7.0	9373177
20705	7.0	9373267
20705	7.0	937337
20705	3.0	9357373
20705	7.0	9373387
20705	7.0	9373437
20705	7.0	9373487
21082	5.0	7153395
21083	5.0	7153495
21935	6.0	4328136
21935	8.0	4336328
21935	8.0	4446328
22441	1.0	346861
22441	8.0	36158
22441	8.0	391468
22441	1.0	35891
22441	8.0	3451468
22441	8.0	345158
24021	8.0	6423198
24021	3.0	6238423
24021	8.0	6423248
24021	3.0	6198473
24021	8.0	6473238
24021	8.0	6473248
24021	8.0	6523198
24021	8.0	6523238
24021	3.0	6248523
24312	8.0	361468
24312	1.0	35861
24312	1.0	346891
24312	8.0	39158
24312	1.0	3468451
24312	1.0	358451
26760	4.0	413634
26760	6.0	434336
26760	6.0	434446
26760	6.0	434556
26760	6.0	474136
26760	6.0	474336
26760	6.0	474446
26760	4.0	455674
26964	3.0	7395153
26964	3.0	7495153
26964	5.0	7153575
4706	5.0	74325
9508	3.0	72543
9508	5.0	74385
9508	5.0	711325
9508	3.0	785113
12288	3.0	78543
12288	5.0	743135
12288	3.0	725113
12288	5.0	711385
12288	5.0	7113135
12288	5.0	714325
12288	5.0	714385
12288	3.0	7135143
14509	3.0	713543
14509	5.0	743245
14509	3.0	7135113
14509	5.0	7113245
14509	3.0	725143
14509	3.0	785143
14509	5.0	7143135
14509	5.0	7143245
14509	3.0	9125273
17105	5.0	917125
17105	7.0	912537
17105	7.0	912557
17105	7.0	912597
17369	7.0	927317
17369	7.0	927337
17369	7.0	927357
17369	7.0	927397
18723	8.0	861178
18723	1.0	825861
18723	8.0	861288
18723	8.0	861318
18723	8.0	861328
19228	6.0	86126
19228	6.0	861216
19228	6.0	861226
19228	6.0	861236
19228	6.0	86136
21008	3.0	724543
21008	5.0	743295
21008	5.0	743345
21008	3.0	7245113
21008	5.0	7113295
21008	5.0	7113345
21008	3.0	7245143
21008	5.0	7143295
21008	5.0	7143345
21008	5.0	9273125
21008	5.0	733325
21008	5.0	733385
21008	5.0	7333135
21008	5.0	7333245
21008	3.0	7295333
21008	5.0	7333345
22609	7.0	912517
22609	5.0	937125
22609	5.0	957125
22609	5.0	997125
26040	3.0	917273
26041	3.0	937273
26041	3.0	957273
26041	3.0	997273
5963	5.0	77315
6862	6.0	71536
12441	2.0	321752
12441	7.0	312217
14340	7.0	352217
14340	2.0	321712
14340	7.0	3242217
14340	7.0	3292217
19363	3.0	71573
19363	5.0	773125
19363	5.0	773235
19363	5.0	713315
19363	3.0	7125133
19363	5.0	7133235
19363	5.0	714315
19363	5.0	7143125
19363	3.0	7235143
19363	5.0	715315
19363	5.0	7153125
19363	5.0	7153235
19363	5.0	716315
19364	5.0	7163125
19364	5.0	7163235
19364	5.0	719315
19364	5.0	7193125
19364	5.0	7193235
19364	5.0	927385
19364	3.0	98533
19364	5.0	734315
19364	5.0	7343125
19364	5.0	7343235
19962	2.0	3217242
19962	2.0	3217292
19962	7.0	3372217
21691	8.0	444288
21691	4.0	436844
21691	4.0	4288224
21691	8.0	4224368
22057	3.0	712573
22057	3.0	723573
22057	3.0	715133
22057	5.0	7133125
22057	3.0	7235133
22057	3.0	715143
22057	3.0	7125143
22057	5.0	7143235
22057	3.0	715153
22057	3.0	7125153
22057	3.0	7235153
22057	3.0	715163
22057	3.0	7125163
22057	3.0	7235163
22057	3.0	715193
22057	3.0	7125193
22057	3.0	7235193
22057	3.0	985273
22057	5.0	93385
22057	3.0	715343
22057	3.0	7125343
22057	3.0	7235343
22057	5.0	738315
22057	5.0	7383125
22057	5.0	7383235
24551	3.0	73673
24551	6.0	773116
24551	6.0	773176
24551	6.0	773186
24551	3.0	736133
24551	6.0	7133116
24551	6.0	7133176
24551	6.0	7133186
24551	3.0	736143
24551	6.0	7143116
24551	6.0	7143176
24551	6.0	7143186
24551	3.0	736153
24551	6.0	7153116
24551	6.0	7153176
24551	6.0	7153186
24551	3.0	736163
24551	6.0	7163116
24551	6.0	7163176
24551	6.0	7163186
24551	3.0	736193
24551	6.0	7193116
24551	6.0	7193176
24551	6.0	7193186
24551	6.0	9273266
24551	6.0	9273416
24551	6.0	9273426
24551	6.0	9273466
24551	6.0	933266
24551	6.0	933416
24551	6.0	933426
24551	6.0	933466
24551	3.0	736343
24551	6.0	7343116
24551	6.0	7343176
24551	6.0	7343186
24551	3.0	736383
24551	6.0	7383116
24551	6.0	7383176
24551	6.0	7383186
24551	6.0	744336
24551	3.0	7116443
24551	6.0	7443176
24551	6.0	7443186
24985	8.0	736458
24985	8.0	7116458
24985	8.0	7176458
24985	8.0	7186458
26862	2.0	39152
26862	2.0	39112
26862	2.0	391242
26862	2.0	391292
26862	2.0	391372
26862	2.0	121492
28527	3.0	715383
28527	3.0	7125383
28527	3.0	7235383
28527	5.0	744315
28527	5.0	7443125
28527	5.0	7443235
28527	5.0	753315
28527	5.0	7533125
28527	5.0	7533235
28560	7.0	631627
28561	6.0	627336
28562	7.0	456667
29617	4.0	927354
29617	4.0	93354
29707	1.0	35291
29707	1.0	31291
29707	1.0	324291
29707	1.0	329291
29707	1.0	337291
29707	1.0	149221
6552	3.0	72563
9709	1.0	76311
10337	4.0	412614
11840	3.0	71163
12603	5.0	71125
12603	5.0	711145
12603	5.0	711235
13089	5.0	76325
13089	3.0	714563
13089	3.0	723563
13089	5.0	913385
13089	3.0	985183
13205	6.0	477126
13344	8.0	98598
13344	8.0	985168
13344	8.0	985178
13344	8.0	985228
13344	8.0	985258
15775	5.0	763145
15775	5.0	763235
15775	3.0	985133
15776	5.0	9133315
15776	5.0	918385
15776	5.0	9183315
16140	3.0	998133
16140	3.0	9168133
16140	3.0	9178133
16140	3.0	9228133
16140	3.0	9258133
16140	8.0	913338
16140	8.0	9133348
16140	3.0	998183
16140	3.0	9168183
16140	3.0	9178183
16140	3.0	9228183
16140	3.0	9258183
16140	8.0	918338
16140	8.0	9183348
16140	3.0	648293
16140	8.0	633348
17742	1.0	72511
17742	1.0	714511
17742	1.0	723511
17742	5.0	728125
17742	5.0	7281145
17742	5.0	7281235
17742	5.0	735125
17742	5.0	7351145
17742	5.0	7351235
18463	5.0	99885
18463	5.0	916885
18463	5.0	917885
18463	5.0	922885
18463	5.0	925885
18463	5.0	93885
18463	5.0	934885
18464	8.0	98548
18464	8.0	931598
18464	8.0	9315168
18464	8.0	9315178
18464	8.0	9315228
18464	8.0	9315258
18464	8.0	931538
18464	8.0	9315348
18464	8.0	931548
18464	8.0	637548
18577	7.0	412677
18577	7.0	426677
18577	6.0	637326
18577	7.0	436677
18873	1.0	763281
18873	1.0	763351
19902	7.0	41477
20958	6.0	6293326
20958	3.0	6326333
21928	8.0	913398
21928	8.0	9133168
21928	8.0	9133178
21928	8.0	9133228
21928	8.0	9133258
21928	3.0	938133
21928	3.0	9348133
21928	3.0	948133
21928	8.0	9133438
21928	8.0	9133478
21928	8.0	913358
21928	8.0	918398
21928	8.0	9183168
21928	8.0	9183178
21928	8.0	9183228
21928	8.0	9183258
21928	3.0	938183
21928	3.0	9348183
21928	3.0	948183
21928	8.0	9183438
21928	8.0	9183478
21928	8.0	918358
21928	8.0	629348
21928	3.0	648333
21928	8.0	942398
21928	8.0	9423168
21928	8.0	9423178
21928	8.0	9423228
21928	8.0	9423258
21928	8.0	942338
21928	8.0	9423348
21928	8.0	942348
21928	3.0	9438423
21928	8.0	9423478
21928	8.0	942358
22062	7.0	352197
22062	2.0	321752
22062	7.0	352387
22397	6.0	414126
22397	6.0	414266
22397	6.0	414366
22397	6.0	414446
23155	7.0	126457
23155	6.0	151726
23155	7.0	126527
23155	6.0	477266
23155	7.0	632637
23155	6.0	477366
23155	7.0	444677
23155	7.0	648637
25022	3.0	728163
25022	3.0	735163
25022	3.0	749163
25022	3.0	756163
25045	2.0	319752
25045	7.0	352217
25045	2.0	338752
25173	7.0	637537
25173	7.0	657537
27685	3.0	9315133
27685	5.0	9133465
27685	3.0	9315183
27685	5.0	9183465
27685	5.0	6293375
27685	5.0	6293575
27685	5.0	6333375
27685	5.0	6333575
27685	3.0	985423
27685	5.0	9423315
27685	5.0	9423465
27685	5.0	955385
27685	5.0	9553315
27685	3.0	9465553
27685	5.0	765325
27685	5.0	7653145
27685	5.0	7653235
27699	6.0	6375326
27700	6.0	6375486
27701	6.0	6575326
27702	6.0	6575486
27703	3.0	6326293
27704	3.0	6486293
27705	6.0	6333326
27706	3.0	6486333
27731	1.0	725281
27731	1.0	7145281
27731	1.0	7235281
27731	1.0	725351
27731	1.0	7145351
27731	1.0	7235351
27731	1.0	725491
27731	1.0	7145491
27731	1.0	7235491
27731	1.0	725561
27731	1.0	7145561
27731	1.0	7235561
27731	5.0	759125
27731	5.0	7591145
27731	5.0	7591235
27731	5.0	767125
27731	5.0	7671145
27731	5.0	7671235
27912	7.0	35267
27913	2.0	1457662
27913	7.0	1662517
27913	7.0	1662527
27913	4.0	47714
27913	7.0	453477
27913	7.0	461477
28075	8.0	98538
28076	8.0	985348
28076	5.0	94885
28076	5.0	943885
28076	5.0	947885
28076	5.0	95885
28076	8.0	985588
28076	8.0	985628
28076	8.0	985648
28076	5.0	998315
28076	5.0	9168315
28076	5.0	9178315
28076	5.0	9228315
28076	5.0	9258315
28076	5.0	938315
28076	5.0	9348315
28076	5.0	948315
28076	8.0	9315438
28076	5.0	9478315
28076	5.0	958315
28076	8.0	9315588
28076	8.0	9315628
28076	8.0	9315648
28076	5.0	648375
28076	8.0	6375688
28076	8.0	946598
28076	8.0	9465168
28076	8.0	9465178
28076	8.0	9465228
28076	8.0	9465258
28076	8.0	946538
28076	8.0	9465348
28076	8.0	946548
28076	8.0	9465438
28076	8.0	9465478
28076	8.0	946558
28076	8.0	9465588
28077	8.0	9465628
28077	8.0	9465648
28077	8.0	657548
28077	8.0	6575688
28266	3.0	711653
28267	3.0	7281653
28268	3.0	7351653
28269	1.0	763491
28270	3.0	7491653
28271	1.0	763561
28272	3.0	7561653
28273	1.0	763591
28274	3.0	7591653
28275	1.0	763671
28276	3.0	7671653
28457	6.0	6293486
28458	6.0	6333486
28459	4.0	426614
28460	4.0	436614
28461	4.0	444614
28462	6.0	414546
28463	4.0	2636114
28464	6.0	2114696
28465	6.0	2154636
28466	4.0	2696154
28467	6.0	2244636
28468	6.0	2244696
28469	6.0	2274636
28470	6.0	2274696
28471	6.0	2394636
28472	6.0	2394696
28473	6.0	2414636
28474	6.0	2414696
28475	4.0	4126534
28476	4.0	4266534
28477	4.0	4366534
28478	6.0	4534446
28479	6.0	4534546
28480	4.0	4126614
28481	4.0	4266614
28482	4.0	4366614
28483	6.0	4614446
28484	6.0	4614546
28485	4.0	477534
28486	4.0	477614
28487	5.0	637375
28488	5.0	637575
28489	7.0	671537
28522	2.0	36752
28522	7.0	1662457
28522	2.0	1517662
28522	2.0	1527662
28522	7.0	166277
28651	5.0	749125
28652	5.0	7491145
28653	5.0	7491235
28654	5.0	756125
28655	5.0	7561145
28656	5.0	7561235
28657	1.0	725591
28658	1.0	7145591
28659	1.0	7235591
28660	1.0	725671
28661	1.0	7145671
28662	1.0	7235671
28822	8.0	985438
28823	8.0	985478
28824	8.0	98558
28825	5.0	958885
28826	5.0	962885
28827	5.0	964885
28828	5.0	9438315
28829	8.0	9315478
28830	8.0	931558
28831	5.0	9588315
28832	5.0	9628315
28833	5.0	9648315
28834	5.0	6688375
28835	5.0	998465
28836	5.0	9168465
28837	5.0	9178465
28838	5.0	9228465
28839	5.0	9258465
28840	5.0	938465
28841	5.0	9348465
28842	5.0	948465
28843	5.0	9438465
28844	5.0	9478465
28845	5.0	958465
28846	5.0	9588465
28847	5.0	9628465
28848	5.0	9648465
28849	5.0	648575
28850	5.0	6688575
28851	8.0	671548
28852	8.0	6715688
28973	5.0	637715
28974	7.0	1785457
28975	7.0	1785517
28976	7.0	1785527
28977	5.0	177785
28978	7.0	1785747
29145	2.0	177662
29146	7.0	1662747
29147	6.0	145726
29148	7.0	126517
29149	6.0	152726
29150	7.0	12677
29151	7.0	126747
29152	6.0	477446
29153	6.0	637486
29154	7.0	454677
29314	6.0	166226
29315	6.0	2752636
29316	6.0	2752696
29530	2.0	1747662
1125	0.0	123
1125	1.0	124
1125	2.0	125
1121	1.0	-999
1121	2.0	-998
1121	3.0	-997
10121	1.0	-9999
10121	2.0	-9998
10121	3.0	-9997
